,mag,place,time,updated,tz,url,detail,felt,cdi,mmi,alert,status,tsunami,sig,net,code,ids,sources,types,nst,dmin,rms,gap,magType,type,title,index,type,coordinates,index
0,1.1,Nevada,1095909387242,1524604901430,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00114350,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00114350&format=geojson,,,,,reviewed,0,19,nn,00114350,",nn00114350,",",nn,",",origin,phase-data,",15,0.021,0.1128,54.27,ml,earthquake,M 1.1 - Nevada,1511,Point,"[-118.5817, 38.0568, 5.1]",1511
0,1.3,Central California,1095908548744,1524604901296,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00114348,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00114348&format=geojson,,,,,reviewed,0,26,nn,00114348,",nn00114348,",",nn,",",origin,phase-data,",14,0.061,0.0878,61.55,ml,earthquake,M 1.3 - Central California,1512,Point,"[-118.6369, 38.0253, 7.7]",1512
0,1.3,Central California,1095907140896,1524604920511,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00124194,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00124194&format=geojson,,,,,reviewed,0,26,nn,00124194,",nn00124194,",",nn,",",origin,phase-data,",6,0.068,0.089,121.86,mb,earthquake,M 1.3 - Central California,1513,Point,"[-118.6614, 38.0217, 13.7]",1513
0,1.2,Central California,1095906933050,1524604901169,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00114346,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00114346&format=geojson,,,,,reviewed,0,22,nn,00114346,",nn00114346,",",nn,",",origin,phase-data,",12,0.044,0.0941,93.68,ml,earthquake,M 1.2 - Central California,1514,Point,"[-118.6834, 38.0037, 0.8]",1514
0,1.2,Central California,1095906255175,1524604901053,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00114344,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00114344&format=geojson,,,,,reviewed,0,22,nn,00114344,",nn00114344,",",nn,",",origin,phase-data,",10,0.028,0.1107,115.71,ml,earthquake,M 1.2 - Central California,1515,Point,"[-118.6971, 37.9925, 1.5]",1515
0,1.5,Central California,1095906116746,1524604898113,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00114689,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00114689&format=geojson,,,,,reviewed,0,35,nn,00114689,",nn00114689,",",nn,",",origin,phase-data,",6,0.07,0.086,107.78,mb,earthquake,M 1.5 - Central California,1516,Point,"[-118.6487, 38.0212, 0]",1516
0,1,Central California,1095905986736,1524604920399,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00124192,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00124192&format=geojson,,,,,reviewed,0,15,nn,00124192,",nn00124192,",",nn,",",origin,phase-data,",6,0.026,0.0489,111.32,ml,earthquake,M 1.0 - Central California,1517,Point,"[-118.7073, 37.9934, 6.4]",1517
0,2,Central California,1095905244568,1524604900943,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00121342,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00121342&format=geojson,,,,,reviewed,0,62,nn,00121342,",nn00121342,",",nn,",",origin,phase-data,",7,0.031,0.0963,122.64,ml,earthquake,M 2.0 - Central California,1518,Point,"[-118.6844, 37.9872, 7.5]",1518
0,2.04,Central California,1095904844920,1524604900792,,https://earthquake.usgs.gov/earthquakes/eventpage/nc21397843,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc21397843&format=geojson,,,,,reviewed,0,64,nc,21397843,",nc21397843,nn00114340,",",nc,nn,",",focal-mechanism,nearby-cities,origin,phase-data,",43,0.06486,0.08,75,md,earthquake,M 2.0 - Central California,1519,Point,"[-118.6318333, 38.0185, 5.455]",1519
0,1.5,Central California,1095904733200,1483912291510,,https://earthquake.usgs.gov/earthquakes/eventpage/nc21397841,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc21397841&format=geojson,,,,,reviewed,0,35,nc,21397841,",nc21397841,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,",46,0.06216,0.08,44,md,earthquake,M 1.5 - Central California,1520,Point,"[-121.414, 36.9208333, 8.064]",1520
0,1.57,"15km NW of Grapevine, California",1095904440140,1455715946722,,https://earthquake.usgs.gov/earthquakes/eventpage/ci10047729,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci10047729&format=geojson,,,,,reviewed,0,38,ci,10047729,",ci10047729,",",ci,",",nearby-cities,origin,phase-data,",19,0.09065,0.27,81.6,ml,earthquake,"M 1.6 - 15km NW of Grapevine, California",1521,Point,"[-119.0276667, 35.0528333, 11.132]",1521
0,1.2,Central California,1095904226471,1524604900650,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00114682,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00114682&format=geojson,,,,,reviewed,0,22,nn,00114682,",nn00114682,",",nn,",",origin,phase-data,",16,0.044,0.1144,74.26,ml,earthquake,M 1.2 - Central California,1522,Point,"[-118.6856, 38.0052, 4.3]",1522
0,1.07,Central California,1095903287600,1524604900514,,https://earthquake.usgs.gov/earthquakes/eventpage/nc21397834,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc21397834&format=geojson,,,,,reviewed,0,18,nc,21397834,",nc21397834,nn00114335,",",nc,nn,",",nearby-cities,origin,phase-data,",11,0.04144,0.08,98,md,earthquake,M 1.1 - Central California,1523,Point,"[-118.6885, 38.004, 5.975]",1523
0,2.87,"16km NW of Grapevine, CA",1095902473410,1459545871451,,https://earthquake.usgs.gov/earthquakes/eventpage/ci10047725,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci10047725&format=geojson,,,,,reviewed,0,127,ci,10047725,",usp000d4w1,ci10047725,",",us,ci,",",impact-text,nearby-cities,origin,phase-data,",30,0.08963,0.32,30.8,ml,earthquake,"M 2.9 - 16km NW of Grapevine, CA",1524,Point,"[-119.034, 35.0536667, 12.042]",1524
0,2.4,Central California,1095902447173,1524604900391,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00119527,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00119527&format=geojson,,,,,reviewed,0,89,nn,00119527,",nn00119527,",",nn,",",origin,phase-data,",6,0.035,0.1175,90.14,ml,earthquake,M 2.4 - Central California,1525,Point,"[-118.6781, 37.9869, 5.4]",1525
0,1.1,Central California,1095902035066,1524604920190,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00124183,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00124183&format=geojson,,,,,reviewed,0,19,nn,00124183,",nn00124183,",",nn,",",origin,phase-data,",5,0.031,0.1144,119.4,mb,earthquake,M 1.1 - Central California,1526,Point,"[-118.7025, 37.9972, 5.6]",1526
0,1.01,Central California,1095901851270,1524604920083,,https://earthquake.usgs.gov/earthquakes/eventpage/nc21397828,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc21397828&format=geojson,,,,,automatic,0,16,nc,21397828,",nc21397828,nn00124181,",",nc,nn,",",nearby-cities,origin,phase-data,",5,0.05315,0.07,104,md,earthquake,M 1.0 - Central California,1527,Point,"[-118.6771667, 38.0121667, 5.675]",1527
0,1.57,Central California,1095901753010,1483912278917,,https://earthquake.usgs.gov/earthquakes/eventpage/nc21397827,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc21397827&format=geojson,,,,,reviewed,0,38,nc,21397827,",nc21397827,",",nc,",",nearby-cities,origin,phase-data,",22,0.06667,0.1,51,md,earthquake,M 1.6 - Central California,1528,Point,"[-121.0493333, 35.7158333, 4.484]",1528
0,1.3,Central California,1095901685732,1524604900155,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00114331,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00114331&format=geojson,,,,,reviewed,0,26,nn,00114331,",nn00114331,",",nn,",",origin,phase-data,",11,0.038,0.1158,97.53,ml,earthquake,M 1.3 - Central California,1529,Point,"[-118.6892, 37.9996, 6.9]",1529
0,1.86,Central California,1095901526770,1524604899996,,https://earthquake.usgs.gov/earthquakes/eventpage/nc21397825,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc21397825&format=geojson,,,,,reviewed,0,53,nc,21397825,",nc21397825,nn00114329,",",nc,nn,",",focal-mechanism,nearby-cities,origin,phase-data,",39,0.05315,0.08,55,md,earthquake,M 1.9 - Central California,1530,Point,"[-118.6756667, 38.0108333, 4.975]",1530
0,1.27,Central California,1095901458520,1524604925431,,https://earthquake.usgs.gov/earthquakes/eventpage/nc21397824,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc21397824&format=geojson,,,,,reviewed,0,25,nc,21397824,",nc21397824,nn00522227,",",nc,nn,",",nearby-cities,origin,phase-data,",10,0.03964,0.05,75,md,earthquake,M 1.3 - Central California,1531,Point,"[-118.7125, 38.008, 5.025]",1531
0,1.47,Central California,1095900692010,1524604899589,,https://earthquake.usgs.gov/earthquakes/eventpage/nc21397823,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc21397823&format=geojson,,,,,reviewed,0,33,nc,21397823,",nc21397823,nn00114325,",",nc,nn,",",nearby-cities,origin,phase-data,",14,0.06126,0.07,100,md,earthquake,M 1.5 - Central California,1532,Point,"[-118.6448333, 38.0301667, 7.495]",1532
0,1.26,"8km SSW of Lytle Creek, CA",1095900559410,1459592663087,,https://earthquake.usgs.gov/earthquakes/eventpage/ci10047717,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci10047717&format=geojson,,,,,reviewed,0,24,ci,10047717,",ci10047717,",",ci,",",nearby-cities,origin,phase-data,",20,0.03604,0.13,95,ml,earthquake,"M 1.3 - 8km SSW of Lytle Creek, CA",1533,Point,"[-117.5428333, 34.1995, 9.52]",1533
0,1.4,Nevada,1095900361091,1524604899406,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00114324,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00114324&format=geojson,,,,,reviewed,0,30,nn,00114324,",nn00114324,",",nn,",",origin,phase-data,",27,0.05,0.1685,94.62,ml,earthquake,M 1.4 - Nevada,1534,Point,"[-116.1533, 36.7048, 4.3]",1534
0,1.1,Central California,1095900190252,1524604919969,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00124178,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00124178&format=geojson,,,,,reviewed,0,19,nn,00124178,",nn00124178,",",nn,",",origin,phase-data,",8,0.051,0.1224,105.89,ml,earthquake,M 1.1 - Central California,1535,Point,"[-118.6866, 38.0143, 8.9]",1535
0,1.5,Central California,1095900135125,1524604919868,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00124177,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00124177&format=geojson,,,,,reviewed,0,35,nn,00124177,",nn00124177,",",nn,",",origin,phase-data,",5,0.051,0.0021,96.34,mb,earthquake,M 1.5 - Central California,1536,Point,"[-118.6684, 38.0035, 6.5]",1536
0,1.4,Central California,1095899704599,1524604899078,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00114679,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00114679&format=geojson,,,,,reviewed,0,30,nn,00114679,",nn00114679,",",nn,",",origin,phase-data,",12,0.042,0.1595,98.88,ml,earthquake,M 1.4 - Central California,1537,Point,"[-118.6905, 38.0048, 7.5]",1537
0,1.31,Central California,1095899613120,1524604898956,,https://earthquake.usgs.gov/earthquakes/eventpage/nc21397821,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc21397821&format=geojson,,,,,reviewed,0,26,nc,21397821,",nc21397821,nn00114678,",",nc,nn,",",nearby-cities,origin,phase-data,",10,0.03243,0.08,119,md,earthquake,M 1.3 - Central California,1538,Point,"[-118.7031667, 37.999, 3.705]",1538
0,1.1,Central California,1095899565962,1524604919666,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00124171,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00124171&format=geojson,,,,,reviewed,0,19,nn,00124171,",nn00124171,",",nn,",",origin,phase-data,",5,0.052,0.102,105.57,mb,earthquake,M 1.1 - Central California,1539,Point,"[-118.6835, 38.014, 10]",1539
0,1.1,Central California,1095899526396,1524604919768,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00124173,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00124173&format=geojson,,,,,reviewed,0,19,nn,00124173,",nn00124173,",",nn,",",origin,phase-data,",5,0.037,0.1364,149.45,mb,earthquake,M 1.1 - Central California,1540,Point,"[-118.7207, 38.0044, 4.6]",1540
0,2.19,Northern California,1095898774350,1483912247800,,https://earthquake.usgs.gov/earthquakes/eventpage/nc21397820,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc21397820&format=geojson,,,,,reviewed,0,74,nc,21397820,",nc21397820,",",nc,",",nearby-cities,origin,phase-data,",26,0.01261,0.06,64,md,earthquake,M 2.2 - Northern California,1541,Point,"[-122.7325, 38.7701667, 2.283]",1541
0,1.1,Central California,1095898622066,1524604898729,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00114318,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00114318&format=geojson,,,,,reviewed,0,19,nn,00114318,",nn00114318,",",nn,",",origin,phase-data,",11,0.032,0.1566,82.72,mb,earthquake,M 1.1 - Central California,1542,Point,"[-118.6927, 37.9949, 5.7]",1542
0,2.03,Central California,1095898419510,1483912244106,,https://earthquake.usgs.gov/earthquakes/eventpage/nc21397819,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc21397819&format=geojson,,,,,reviewed,0,63,nc,21397819,",nc21397819,",",nc,",",nearby-cities,origin,phase-data,",33,0.01802,0.3,93,md,earthquake,M 2.0 - Central California,1543,Point,"[-120.8633333, 35.4495, -0.312]",1543
0,1.44,Central California,1095898275130,1483912240247,,https://earthquake.usgs.gov/earthquakes/eventpage/nc21397818,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc21397818&format=geojson,,,,,reviewed,0,32,nc,21397818,",nc21397818,",",nc,",",nearby-cities,origin,phase-data,",29,0.05135,0.08,63,md,earthquake,M 1.4 - Central California,1544,Point,"[-121.0991667, 35.708, 7.923]",1544
0,1.95,"6km NW of Boron, California",1095898194390,1455595047269,,https://earthquake.usgs.gov/earthquakes/eventpage/ci10047713,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci10047713&format=geojson,,,,,reviewed,0,58,ci,10047713,",ci10047713,",",ci,",",nearby-cities,origin,phase-data,",16,0.1083,0.14,83,ml,quarry blast,"M 2.0 Quarry Blast - 6km NW of Boron, California",1545,Point,"[-117.6905, 35.0428333, -0.925]",1545
0,1.42,Central California,1095898162400,1483912232960,,https://earthquake.usgs.gov/earthquakes/eventpage/nc30228373,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc30228373&format=geojson,,,,,reviewed,0,31,nc,30228373,",nc30228373,",",nc,",",nearby-cities,origin,phase-data,",15,0.01892,0.06,129,md,earthquake,M 1.4 - Central California,1546,Point,"[-121.1331667, 35.674, 2.873]",1546
0,1.83,"16km NW of Grapevine, California",1095897550940,1455655361650,,https://earthquake.usgs.gov/earthquakes/eventpage/ci12173047,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci12173047&format=geojson,,,,,reviewed,0,52,ci,12173047,",ci12173047,",",ci,",",nearby-cities,origin,phase-data,",11,0.08915,0.2,165,ml,earthquake,"M 1.8 - 16km NW of Grapevine, California",1547,Point,"[-119.0371667, 35.054, 10.735]",1547
0,1.62,"15km NW of Grapevine, California",1095897535710,1455637775542,,https://earthquake.usgs.gov/earthquakes/eventpage/ci10047709,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci10047709&format=geojson,,,,,reviewed,0,40,ci,10047709,",ci10047709,",",ci,",",nearby-cities,origin,phase-data,",15,0.08657,0.24,128,ml,earthquake,"M 1.6 - 15km NW of Grapevine, California",1548,Point,"[-119.0366667, 35.0511667, 14.642]",1548
0,1.6,Central California,1095897239043,1524604893719,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00114312,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00114312&format=geojson,,,,,reviewed,0,39,nn,00114312,",nn00114312,",",nn,",",origin,phase-data,",9,0.056,0.0806,96.47,mb,earthquake,M 1.6 - Central California,1549,Point,"[-118.6287, 38.0272, 2.4]",1549
0,2.67,Central California,1095896887830,1524604893573,,https://earthquake.usgs.gov/earthquakes/eventpage/nc21397813,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc21397813&format=geojson,,,,,reviewed,0,110,nc,21397813,",nc21397813,ci10047705,nn00114311,",",nc,ci,nn,",",focal-mechanism,nearby-cities,origin,phase-data,",48,0.06577,0.08,74,md,earthquake,M 2.7 - Central California,1550,Point,"[-118.6453333, 38.0255, 6.185]",1550
0,1.21,Central California,1095896805050,1524604893446,,https://earthquake.usgs.gov/earthquakes/eventpage/nc21397812,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc21397812&format=geojson,,,,,reviewed,0,23,nc,21397812,",nc21397812,nn00114310,",",nc,nn,",",nearby-cities,origin,phase-data,",12,0.04414,0.07,84,md,earthquake,M 1.2 - Central California,1551,Point,"[-118.6743333, 37.9988333, 7.295]",1551
0,1.37,Central California,1095896640880,1524604893317,,https://earthquake.usgs.gov/earthquakes/eventpage/nc21397811,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc21397811&format=geojson,,,,,reviewed,0,29,nc,21397811,",nc21397811,nn00114309,",",nc,nn,",",nearby-cities,origin,phase-data,",12,0.04685,0.08,78,md,earthquake,M 1.4 - Central California,1552,Point,"[-118.6706667, 37.9991667, 5.745]",1552
0,3.13,Central California,1095896368500,1524604893157,,https://earthquake.usgs.gov/earthquakes/eventpage/nc21397810,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc21397810&format=geojson,,,,,reviewed,0,151,nc,21397810,",nc21397810,usp000d4vx,ci10047697,nn00114308,",",nc,us,ci,nn,",",focal-mechanism,impact-text,nearby-cities,origin,phase-data,",49,0.05315,0.08,74,md,earthquake,M 3.1 - Central California,1553,Point,"[-118.6776667, 38.0125, 5.605]",1553
0,1.59,"16km NW of Grapevine, California",1095896298150,1455690535795,,https://earthquake.usgs.gov/earthquakes/eventpage/ci10047701,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci10047701&format=geojson,,,,,reviewed,0,39,ci,10047701,",ci10047701,",",ci,",",nearby-cities,origin,phase-data,",16,0.0917,0.23,100,ml,earthquake,"M 1.6 - 16km NW of Grapevine, California",1554,Point,"[-119.04, 35.0573333, 12.552]",1554
0,2.74,"15km NW of Grapevine, CA",1095895797210,1459626265052,,https://earthquake.usgs.gov/earthquakes/eventpage/ci10047693,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci10047693&format=geojson,,,,,reviewed,0,116,ci,10047693,",usp000d4vv,ci10047693,",",us,ci,",",impact-text,nearby-cities,origin,phase-data,",28,0.09293,0.34,36.6,ml,earthquake,"M 2.7 - 15km NW of Grapevine, CA",1555,Point,"[-119.0243333, 35.0541667, 13.582]",1555
0,1.5,Central California,1095895594539,1524604892909,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00114305,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00114305&format=geojson,,,,,reviewed,0,35,nn,00114305,",nn00114305,",",nn,",",origin,phase-data,",10,0.042,0.1247,74.37,mb,earthquake,M 1.5 - Central California,1556,Point,"[-118.6882, 38.0048, 7.3]",1556
0,1.07,Central California,1095895138100,1524604892685,,https://earthquake.usgs.gov/earthquakes/eventpage/nc30228249,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc30228249&format=geojson,,,,,reviewed,0,18,nc,30228249,",nc30228249,nn00114303,",",nc,nn,",",nearby-cities,origin,phase-data,",4,0.04054,0,139,md,earthquake,M 1.1 - Central California,1557,Point,"[-118.6851667, 38.0006667, 2.825]",1557
0,2.01,Central California,1095895105100,1483912172240,,https://earthquake.usgs.gov/earthquakes/eventpage/nc21397797,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc21397797&format=geojson,,,,,reviewed,0,62,nc,21397797,",nc21397797,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,",31,0.05045,0.05,55,md,earthquake,M 2.0 - Central California,1558,Point,"[-121.1385, 36.5465, 6.111]",1558
